Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
442,Exit long,2026-03-10 01:10,Long Exit,5098.589,28.6,146019.6452,-200,-0.14,146.8,0.10,-200,-0.14,-3725.24,-37.25
442,Entry long,2026-03-10 00:30,Long,5105.582,28.6,146019.6452,-200,-0.14,146.8,0.10,-200,-0.14,-3725.24,-37.25
443,Exit long,2026-03-10 02:35,Long Exit,5115.782,35.48,181308.0156,199.93,0.11,199.93,0.11,0,0.00,-3525.31,-35.25
443,Entry long,2026-03-10 02:35,Long,5110.147,35.48,181308.0156,199.93,0.11,199.93,0.11,0,0.00,-3525.31,-35.25
444,Exit long,2026-03-10 02:50,Long Exit,5124.907,25.88,132432.6702,199.92,0.15,199.92,0.15,-44.95,-0.03,-3325.38,-33.25
444,Entry long,2026-03-10 02:40,Long,5117.182,25.88,132432.6702,199.92,0.15,199.92,0.15,-44.95,-0.03,-3325.38,-33.25
445,Exit long,2026-03-10 03:20,Long Exit,5135.127,20.84,106816.0869,199.96,0.19,199.96,0.19,-149.15,-0.14,-3125.42,-31.25
445,Entry long,2026-03-10 02:55,Long,5125.532,20.84,106816.0869,199.96,0.19,199.96,0.19,-149.15,-0.14,-3125.42,-31.25
446,Exit long,2026-03-10 06:55,Long Exit,5151.552,17.46,89746.18092,199.92,0.22,199.92,0.22,0,0.00,-2925.51,-29.26
446,Entry long,2026-03-10 06:45,Long,5140.102,17.46,89746.18092,199.92,0.22,199.92,0.22,0,0.00,-2925.51,-29.26
447,Exit long,2026-03-10 07:00,Long Exit,5143.284,19.99,103014.2071,-199.96,-0.19,30.74,0.03,-199.96,-0.19,-3125.47,-31.25
447,Entry long,2026-03-10 07:00,Long,5153.287,19.99,103014.2071,-199.96,-0.19,30.74,0.03,-199.96,-0.19,-3125.47,-31.25
448,Exit long,2026-03-10 08:00,Long Exit,5137.119,40.43,207893.7688,-200.05,-0.10,58.34,0.03,-200.05,-0.10,-3325.51,-33.26
448,Entry long,2026-03-10 07:50,Long,5142.067,40.43,207893.7688,-200.05,-0.10,58.34,0.03,-200.05,-0.10,-3325.51,-33.26
449,Exit long,2026-03-10 08:45,Long Exit,5132.974,40.89,210087.3816,-200.07,-0.10,61.25,0.03,-200.07,-0.10,-3525.59,-35.26
449,Entry long,2026-03-10 08:45,Long,5137.867,40.89,210087.3816,-200.07,-0.10,61.25,0.03,-200.07,-0.10,-3525.59,-35.26
450,Exit long,2026-03-10 09:25,Long Exit,5167.817,9.3,47860.8411,199.86,0.42,199.86,0.42,-64.75,-0.14,-3325.73,-33.26
450,Entry long,2026-03-10 09:05,Long,5146.327,9.3,47860.8411,199.86,0.42,199.86,0.42,-64.75,-0.14,-3325.73,-33.26
451,Exit long,2026-03-10 09:55,Long Exit,5177.437,23.82,123126.5804,199.97,0.16,199.97,0.16,-82.7,-0.07,-3125.76,-31.26
451,Entry long,2026-03-10 09:45,Long,5169.042,23.82,123126.5804,199.97,0.16,199.97,0.16,-82.7,-0.07,-3125.76,-31.26
452,Exit long,2026-03-10 13:15,Long Exit,5174.257,22.63,116893.4999,199.94,0.17,199.94,0.17,-91.47,-0.08,-2925.83,-29.26
452,Entry long,2026-03-10 12:15,Long,5165.422,22.63,116893.4999,199.94,0.17,199.94,0.17,-91.47,-0.08,-2925.83,-29.26
453,Exit long,2026-03-10 13:30,Long Exit,5169.094,72.96,377337.2275,-200.13,-0.05,184.44,0.05,-200.13,-0.05,-3125.96,-31.26
453,Entry long,2026-03-10 13:30,Long,5171.837,72.96,377337.2275,-200.13,-0.05,184.44,0.05,-200.13,-0.05,-3125.96,-31.26
454,Exit long,2026-03-10 14:00,Long Exit,5180.902,28.5,147455.7795,199.93,0.14,199.93,0.14,0,0.00,-2926.03,-29.26
454,Entry long,2026-03-10 13:50,Long,5173.887,28.5,147455.7795,199.93,0.14,199.93,0.14,0,0.00,-2926.03,-29.26
455,Exit long,2026-03-10 14:55,Long Exit,5173.739,40.89,211754.2625,-200.07,-0.09,9.32,0.00,-200.07,-0.09,-3126.1,-31.26
455,Entry long,2026-03-10 14:40,Long,5178.632,40.89,211754.2625,-200.07,-0.09,9.32,0.00,-200.07,-0.09,-3126.1,-31.26
456,Exit long,2026-03-10 15:55,Long Exit,5180.772,31.26,161751.025,199.91,0.12,199.91,0.12,0,0.00,-2926.19,-29.26
456,Entry long,2026-03-10 15:40,Long,5174.377,31.26,161751.025,199.91,0.12,199.91,0.12,0,0.00,-2926.19,-29.26
457,Exit long,2026-03-10 16:05,Long Exit,5177.599,48.12,249346.1468,-200.08,-0.08,182.28,0.07,-200.08,-0.08,-3126.28,-31.26
457,Entry long,2026-03-10 16:00,Long,5181.757,48.12,249346.1468,-200.08,-0.08,182.28,0.07,-200.08,-0.08,-3126.28,-31.26
458,Exit long,2026-03-10 16:35,Long Exit,5190.207,26.31,136354.3902,199.96,0.15,199.96,0.15,-187.91,-0.14,-2926.32,-29.26
458,Entry long,2026-03-10 16:10,Long,5182.607,26.31,136354.3902,199.96,0.15,199.96,0.15,-187.91,-0.14,-2926.32,-29.26
459,Exit long,2026-03-10 17:00,Long Exit,5182.884,25.21,130860.4966,-199.99,-0.15,115.66,0.09,-199.99,-0.15,-3126.31,-31.26
459,Entry long,2026-03-10 16:40,Long,5190.817,25.21,130860.4966,-199.99,-0.15,115.66,0.09,-199.99,-0.15,-3126.31,-31.26
460,Exit long,2026-03-10 17:45,Long Exit,5188.907,50.36,261113.4273,199.93,0.08,199.93,0.08,-166.04,-0.06,-2926.38,-29.26
460,Entry long,2026-03-10 17:25,Long,5184.937,50.36,261113.4273,199.93,0.08,199.93,0.08,-166.04,-0.06,-2926.38,-29.26
461,Exit long,2026-03-10 21:15,Long Exit,5215.377,13.61,70781.41812,199.86,0.28,199.86,0.28,-27.32,-0.04,-2726.52,-27.27
461,Entry long,2026-03-10 21:05,Long,5200.692,13.61,70781.41812,199.86,0.28,199.86,0.28,-27.32,-0.04,-2726.52,-27.27
462,Exit long,2026-03-10 21:45,Long Exit,5199.229,12.16,63422.57152,-199.95,-0.32,161.16,0.25,-199.95,-0.32,-2926.47,-29.26
462,Entry long,2026-03-10 21:20,Long,5215.672,12.16,63422.57152,-199.95,-0.32,161.16,0.25,-199.95,-0.32,-2926.47,-29.26
463,Exit long,2026-03-10 22:00,Long Exit,5202.899,26.41,137608.5655,-200,-0.15,142.43,0.10,-200,-0.15,-3126.47,-31.26
463,Entry long,2026-03-10 21:55,Long,5210.472,26.41,137608.5655,-200,-0.15,142.43,0.10,-200,-0.15,-3126.47,-31.26
464,Exit long,2026-03-10 23:30,Long Exit,5230.922,10.87,56660.27719,199.84,0.35,199.84,0.35,-104.16,-0.18,-2926.63,-29.27
464,Entry long,2026-03-10 22:20,Long,5212.537,10.87,56660.27719,199.84,0.35,199.84,0.35,-104.16,-0.18,-2926.63,-29.27
465,Exit long,2026-03-11 01:05,Long Exit,5232.577,72.7,380208.4229,199.93,0.05,199.93,0.05,0,0.00,-2726.7,-27.27
465,Entry long,2026-03-11 01:05,Long,5229.827,72.7,380208.4229,199.93,0.05,199.93,0.05,0,0.00,-2726.7,-27.27
466,Exit long,2026-03-11 01:15,Long Exit,5228.949,42.05,220077.3794,-200.07,-0.09,77.5,0.04,-200.07,-0.09,-2926.77,-29.27
466,Entry long,2026-03-11 01:10,Long,5233.707,42.05,220077.3794,-200.07,-0.09,77.5,0.04,-200.07,-0.09,-2926.77,-29.27
467,Exit long,2026-03-11 01:30,Long Exit,5234.677,38.67,202225.0357,199.92,0.10,199.92,0.10,0,0.00,-2726.85,-27.27
467,Entry long,2026-03-11 01:25,Long,5229.507,38.67,202225.0357,199.92,0.10,199.92,0.10,0,0.00,-2726.85,-27.27
468,Exit short,2026-03-11 03:15,Short Exit,5202.986,17.12,88875.19296,-199.93,-0.22,118.09,0.13,-199.93,-0.22,-2926.78,-29.27
468,Entry short,2026-03-11 03:00,Short,5191.308,17.12,88875.19296,-199.93,-0.22,118.09,0.13,-199.93,-0.22,-2926.78,-29.27
469,Exit short,2026-03-11 03:30,Short Exit,5195.328,37.44,194713.0099,199.93,0.10,199.93,0.10,0,0.00,-2726.85,-27.27
469,Entry short,2026-03-11 03:30,Short,5200.668,37.44,194713.0099,199.93,0.10,199.93,0.10,0,0.00,-2726.85,-27.27
470,Exit short,2026-03-11 08:15,Short Exit,5201.046,10.3,53370.8199,-199.95,-0.37,17.8,0.03,-199.95,-0.37,-2926.8,-29.27
470,Entry short,2026-03-11 03:35,Short,5181.633,10.3,53370.8199,-199.95,-0.37,17.8,0.03,-199.95,-0.37,-2926.8,-29.27
471,Exit long,2026-03-11 09:00,Long Exit,5223.182,33.72,175925.7374,199.96,0.11,199.96,0.11,-121.63,-0.07,-2726.84,-27.27
471,Entry long,2026-03-11 08:50,Long,5217.252,33.72,175925.7374,199.96,0.11,199.96,0.11,-121.63,-0.07,-2726.84,-27.27
472,Exit long,2026-03-11 10:50,Long Exit,5219.627,33.49,174605.3729,199.94,0.11,199.94,0.11,0,0.00,-2526.91,-25.27
472,Entry long,2026-03-11 10:50,Long,5213.657,33.49,174605.3729,199.94,0.11,199.94,0.11,0,0.00,-2526.91,-25.27
473,Exit short,2026-03-11 13:30,Short Exit,5196.723,54.25,282122.134,199.91,0.07,199.91,0.07,0,0.00,-2327,-23.27
473,Entry short,2026-03-11 13:30,Short,5200.408,54.25,282122.134,199.91,0.07,199.91,0.07,0,0.00,-2327,-23.27
474,Exit short,2026-03-11 14:40,Short Exit,5197.378,42.36,220360.8713,199.94,0.09,199.94,0.09,-94.12,-0.04,-2127.06,-21.27
474,Entry short,2026-03-11 14:35,Short,5202.098,42.36,220360.8713,199.94,0.09,199.94,0.09,-94.12,-0.04,-2127.06,-21.27
475,Exit short,2026-03-11 16:10,Short Exit,5198.486,24.64,127890.6675,-200.03,-0.16,143.11,0.11,-200.03,-0.16,-2327.08,-23.27
475,Entry short,2026-03-11 15:35,Short,5190.368,24.64,127890.6675,-200.03,-0.16,143.11,0.11,-200.03,-0.16,-2327.08,-23.27
476,Exit short,2026-03-11 16:25,Short Exit,5181.928,24.28,126017.1576,199.95,0.16,199.95,0.16,0,0.00,-2127.14,-21.27
476,Entry short,2026-03-11 16:20,Short,5190.163,24.28,126017.1576,199.95,0.16,199.95,0.16,0,0.00,-2127.14,-21.27
477,Exit short,2026-03-11 17:20,Short Exit,5188.346,39.87,206659.2874,-200.07,-0.10,147.44,0.07,-200.07,-0.10,-2327.21,-23.27
477,Entry short,2026-03-11 17:05,Short,5183.328,39.87,206659.2874,-200.07,-0.10,147.44,0.07,-200.07,-0.10,-2327.21,-23.27
478,Exit short,2026-03-11 18:05,Short Exit,5192.161,35.45,183862.0631,-200.04,-0.11,1.7,0.00,-200.04,-0.11,-2527.25,-25.27
478,Entry short,2026-03-11 18:00,Short,5186.518,35.45,183862.0631,-200.04,-0.11,1.7,0.00,-200.04,-0.11,-2527.25,-25.27
479,Exit short,2026-03-11 19:00,Short Exit,5191.961,23.22,120357.3406,-199.99,-0.17,142.06,0.12,-199.99,-0.17,-2727.24,-27.27
479,Entry short,2026-03-11 18:35,Short,5183.348,23.22,120357.3406,-199.99,-0.17,142.06,0.12,-199.99,-0.17,-2727.24,-27.27
480,Exit short,2026-03-11 19:20,Short Exit,5180.938,31.41,162928.8212,195.56,0.12,195.56,0.12,-89.86,-0.06,-2531.69,-25.32
480,Entry short,2026-03-11 19:10,Short,5187.164,31.41,162928.8212,195.56,0.12,195.56,0.12,-89.86,-0.06,-2531.69,-25.32
481,Exit short,2026-03-11 21:45,Short Exit,5161.453,11.19,57956.51247,199.85,0.34,199.85,0.34,-43.33,-0.07,-2331.83,-23.32
481,Entry short,2026-03-11 20:35,Short,5179.313,11.19,57956.51247,199.85,0.34,199.85,0.34,-43.33,-0.07,-2331.83,-23.32
482,Exit short,2026-03-11 21:50,Short Exit,5149.588,21.86,112769.9034,199.91,0.18,199.91,0.18,0,0.00,-2131.92,-21.32
482,Entry short,2026-03-11 21:50,Short,5158.733,21.86,112769.9034,199.91,0.18,199.91,0.18,0,0.00,-2131.92,-21.32
483,Exit short,2026-03-11 23:45,Short Exit,5164.188,25.88,133849.1084,199.92,0.15,199.92,0.15,-58.67,-0.04,-1932,-19.32
483,Entry short,2026-03-11 23:30,Short,5171.913,25.88,133849.1084,199.92,0.15,199.92,0.15,-58.67,-0.04,-1932,-19.32
484,Exit short,2026-03-12 01:35,Short Exit,5161.973,24.73,127855.5343,199.94,0.16,199.94,0.16,-101.69,-0.08,-1732.06,-17.32
484,Entry short,2026-03-12 01:20,Short,5170.058,24.73,127855.5343,199.94,0.16,199.94,0.16,-101.69,-0.08,-1732.06,-17.32
485,Exit short,2026-03-12 01:55,Short Exit,5168.781,19.39,100022.6945,-199.97,-0.20,67.54,0.07,-199.97,-0.20,-1932.03,-19.32
485,Entry short,2026-03-12 01:40,Short,5158.468,19.39,100022.6945,-199.97,-0.20,67.54,0.07,-199.97,-0.20,-1932.03,-19.32
486,Exit long,2026-03-12 04:10,Long Exit,5177.669,41.31,214089.5707,-200.06,-0.09,51.55,0.02,-200.06,-0.09,-2132.09,-21.32
486,Entry long,2026-03-12 03:55,Long,5182.512,41.31,214089.5707,-200.06,-0.09,51.55,0.02,-200.06,-0.09,-2132.09,-21.32
487,Exit long,2026-03-12 06:05,Long Exit,5175.264,50.68,262482.4642,-200.08,-0.08,1.42,0.00,-200.08,-0.08,-2332.18,-23.32
487,Entry long,2026-03-12 04:25,Long,5179.212,50.68,262482.4642,-200.08,-0.08,1.42,0.00,-200.08,-0.08,-2332.18,-23.32
488,Exit short,2026-03-12 06:35,Short Exit,5160.573,42.05,217202.0424,199.95,0.09,199.95,0.09,0,0.00,-2132.23,-21.32
488,Entry short,2026-03-12 06:35,Short,5165.328,42.05,217202.0424,199.95,0.09,199.95,0.09,0,0.00,-2132.23,-21.32
489,Exit short,2026-03-12 06:45,Short Exit,5166.451,25.52,131647.8038,-200.03,-0.15,138.14,0.10,-200.03,-0.15,-2332.25,-23.32
489,Entry short,2026-03-12 06:40,Short,5158.613,25.52,131647.8038,-200.03,-0.15,138.14,0.10,-200.03,-0.15,-2332.25,-23.32
490,Exit short,2026-03-12 06:55,Short Exit,5141.073,14.14,72894.64112,199.87,0.27,199.87,0.27,0,0.00,-2132.39,-21.32
490,Entry short,2026-03-12 06:55,Short,5155.208,14.14,72894.64112,199.87,0.27,199.87,0.27,0,0.00,-2132.39,-21.32
491,Exit short,2026-03-12 13:30,Short Exit,5147.336,35.51,182581.5539,-200.35,-0.11,160.65,0.09,-200.35,-0.11,-2332.73,-23.33
491,Entry short,2026-03-12 13:25,Short,5141.694,35.51,182581.5539,-200.35,-0.11,160.65,0.09,-200.35,-0.11,-2332.73,-23.33
492,Exit short,2026-03-12 14:20,Short Exit,5154.601,49.73,256138.2439,-200.06,-0.08,158.04,0.06,-200.06,-0.08,-2532.8,-25.33
492,Entry short,2026-03-12 14:20,Short,5150.578,49.73,256138.2439,-200.06,-0.08,158.04,0.06,-200.06,-0.08,-2532.8,-25.33
493,Exit long,2026-03-12 15:40,Long Exit,5176.357,31.31,161871.8233,199.91,0.12,199.91,0.12,-170.7,-0.11,-2332.88,-23.33
493,Entry long,2026-03-12 14:45,Long,5169.972,31.31,161871.8233,199.91,0.12,199.91,0.12,-170.7,-0.11,-2332.88,-23.33
494,Exit long,2026-03-12 17:40,Long Exit,5187.122,35.32,183009.2378,199.91,0.11,199.91,0.11,0,0.00,-2132.97,-21.33
494,Entry long,2026-03-12 17:30,Long,5181.462,35.32,183009.2378,199.91,0.11,199.91,0.11,0,0.00,-2132.97,-21.33
495,Exit long,2026-03-12 18:25,Long Exit,5182.824,26.05,135212.5771,-200.01,-0.15,33.55,0.02,-200.01,-0.15,-2332.98,-23.33
495,Entry long,2026-03-12 18:00,Long,5190.502,26.05,135212.5771,-200.01,-0.15,33.55,0.02,-200.01,-0.15,-2332.98,-23.33
496,Exit long,2026-03-12 19:10,Long Exit,5180.009,75.15,389477.8008,-200.12,-0.05,90.03,0.02,-200.12,-0.05,-2533.11,-25.33
496,Entry long,2026-03-12 19:00,Long,5182.672,75.15,389477.8008,-200.12,-0.05,90.03,0.02,-200.12,-0.05,-2533.11,-25.33
497,Exit short,2026-03-12 20:45,Short Exit,5175.426,35.9,185597.7227,-200.07,-0.11,42.11,0.02,-200.07,-0.11,-2733.18,-27.33
497,Entry short,2026-03-12 20:40,Short,5169.853,35.9,185597.7227,-200.07,-0.11,42.11,0.02,-200.07,-0.11,-2733.18,-27.33
498,Exit short,2026-03-12 21:50,Short Exit,5159.236,27.3,140647.0884,-200.05,-0.14,113.38,0.08,-200.05,-0.14,-2933.23,-29.33
498,Entry short,2026-03-12 21:50,Short,5151.908,27.3,140647.0884,-200.05,-0.14,113.38,0.08,-200.05,-0.14,-2933.23,-29.33
499,Exit short,2026-03-12 22:15,Short Exit,5163.011,28.06,144674.077,-200.01,-0.14,25.76,0.02,-200.01,-0.14,-3133.24,-31.33
499,Entry short,2026-03-12 22:10,Short,5155.883,28.06,144674.077,-200.01,-0.14,25.76,0.02,-200.01,-0.14,-3133.24,-31.33
500,Exit short,2026-03-13 00:30,Short Exit,5127.068,46.39,238044.6254,199.94,0.08,199.94,0.08,0,0.00,-2933.3,-29.33
500,Entry short,2026-03-13 00:30,Short,5131.378,46.39,238044.6254,199.94,0.08,199.94,0.08,0,0.00,-2933.3,-29.33
501,Exit short,2026-03-13 01:15,Short Exit,5115.308,21.5,110179.072,199.95,0.18,199.95,0.18,-113.13,-0.10,-2733.35,-27.33
501,Entry short,2026-03-13 00:55,Short,5124.608,21.5,110179.072,199.95,0.18,199.95,0.18,-113.13,-0.10,-2733.35,-27.33
502,Exit short,2026-03-13 01:55,Short Exit,5102.628,22.76,116335.7599,199.95,0.17,199.95,0.17,-104.74,-0.09,-2533.41,-25.33
502,Entry short,2026-03-13 01:35,Short,5111.413,22.76,116335.7599,199.95,0.17,199.95,0.17,-104.74,-0.09,-2533.41,-25.33
503,Exit long,2026-03-13 10:45,Long Exit,5113.724,18.49,94752.68913,-199.93,-0.21,72.81,0.08,-199.93,-0.21,-2733.34,-27.33
503,Entry long,2026-03-13 10:00,Long,5124.537,18.49,94752.68913,-199.93,-0.21,72.81,0.08,-199.93,-0.21,-2733.34,-27.33
504,Exit long,2026-03-13 12:05,Long Exit,5114.589,93.19,476828.721,-200.17,-0.04,134.01,0.03,-200.17,-0.04,-2933.51,-29.34
504,Entry long,2026-03-13 12:00,Long,5116.737,93.19,476828.721,-200.17,-0.04,134.01,0.03,-200.17,-0.04,-2933.51,-29.34
505,Exit short,2026-03-13 14:25,Short Exit,5090.988,21.99,112150.7152,199.89,0.18,199.89,0.18,-172.89,-0.15,-2733.62,-27.34
505,Entry short,2026-03-13 13:45,Short,5100.078,21.99,112150.7152,199.89,0.18,199.89,0.18,-172.89,-0.15,-2733.62,-27.34
506,Exit short,2026-03-13 15:55,Short Exit,5082.848,39.05,198685.1504,199.94,0.10,199.94,0.10,-189.47,-0.10,-2533.69,-25.34
506,Entry short,2026-03-13 15:40,Short,5087.968,39.05,198685.1504,199.94,0.10,199.94,0.10,-189.47,-0.10,-2533.69,-25.34
507,Exit short,2026-03-13 16:50,Short Exit,5085.466,11.6,58791.3868,-200.02,-0.34,75.43,0.13,-200.02,-0.34,-2733.7,-27.34
507,Entry short,2026-03-13 16:05,Short,5068.223,11.6,58791.3868,-200.02,-0.34,75.43,0.13,-200.02,-0.34,-2733.7,-27.34
508,Exit long,2026-03-13 20:45,Long Exit,5120.872,15.53,79327.19341,199.95,0.25,199.95,0.25,-56.4,-0.07,-2533.76,-25.34
508,Entry long,2026-03-13 20:00,Long,5107.997,15.53,79327.19341,199.95,0.25,199.95,0.25,-56.4,-0.07,-2533.76,-25.34
509,Exit long,2026-03-13 21:55,Long Exit,5103.154,21.01,107417.2387,-199.97,-0.19,90.3,0.08,-199.97,-0.19,-2733.73,-27.34
509,Entry long,2026-03-13 21:45,Long,5112.672,21.01,107417.2387,-199.97,-0.19,90.3,0.08,-199.97,-0.19,-2733.73,-27.34
510,Exit short,2026-03-13 22:40,Short Exit,5074.653,25.13,127725.939,199.91,0.16,199.91,0.16,0,0.00,-2533.82,-25.34
510,Entry short,2026-03-13 22:40,Short,5082.608,25.13,127725.939,199.91,0.16,199.91,0.16,0,0.00,-2533.82,-25.34
511,Exit short,2026-03-13 22:55,Short Exit,5037.708,9.79,49519.12207,199.96,0.40,199.96,0.40,0,0.00,-2333.86,-23.34
511,Entry short,2026-03-13 22:55,Short,5058.133,9.79,49519.12207,199.96,0.40,199.96,0.40,0,0.00,-2333.86,-23.34
512,Exit short,2026-03-14 02:25,Short Exit,5036.488,21.05,106218.0474,199.98,0.19,199.98,0.19,-124.03,-0.12,-2133.88,-21.34
512,Entry short,2026-03-14 01:50,Short,5045.988,21.05,106218.0474,199.98,0.19,199.98,0.19,-124.03,-0.12,-2133.88,-21.34
513,Exit short,2026-03-14 03:00,Short Exit,5047.616,36.79,185501.7286,-200.06,-0.11,31.57,0.02,-200.06,-0.11,-2333.95,-23.34
513,Entry short,2026-03-14 02:40,Short,5042.178,36.79,185501.7286,-200.06,-0.11,31.57,0.02,-200.06,-0.11,-2333.95,-23.34
514,Exit short,2026-03-14 03:25,Short Exit,5032.748,25.98,130950.7091,199.92,0.15,199.92,0.15,-3.95,0.00,-2134.03,-21.34
514,Entry short,2026-03-14 03:10,Short,5040.443,25.98,130950.7091,199.92,0.15,199.92,0.15,-3.95,0.00,-2134.03,-21.34
515,Exit short,2026-03-14 03:40,Short Exit,5024.283,24.53,123445.5815,199.92,0.16,199.92,0.16,-45.43,-0.04,-1934.11,-19.34
515,Entry short,2026-03-14 03:30,Short,5032.433,24.53,123445.5815,199.92,0.16,199.92,0.16,-45.43,-0.04,-1934.11,-19.34
516,Exit short,2026-03-14 03:45,Short Exit,5016.123,28.75,144413.4925,199.96,0.14,199.96,0.14,0,0.00,-1734.16,-17.34
516,Entry short,2026-03-14 03:45,Short,5023.078,28.75,144413.4925,199.96,0.14,199.96,0.14,0,0.00,-1734.16,-17.34
517,Exit short,2026-03-16 06:05,Short Exit,5025.866,15.62,78304.12216,-199.9,-0.26,51.91,0.07,-199.9,-0.26,-1934.06,-19.34
517,Entry short,2026-03-14 03:50,Short,5013.068,15.62,78304.12216,-199.9,-0.26,51.91,0.07,-199.9,-0.26,-1934.06,-19.34
518,Exit short,2026-03-16 06:50,Short Exit,5023.791,12.09,60537.74922,-199.88,-0.33,76.75,0.13,-199.88,-0.33,-2133.95,-21.34
518,Entry short,2026-03-16 06:20,Short,5007.258,12.09,60537.74922,-199.88,-0.33,76.75,0.13,-199.88,-0.33,-2133.95,-21.34
519,Exit short,2026-03-16 07:20,Short Exit,4985.703,9.84,49259.21712,199.9,0.41,199.9,0.41,-61.13,-0.12,-1934.05,-19.34
519,Entry short,2026-03-16 07:05,Short,5006.018,9.84,49259.21712,199.9,0.41,199.9,0.41,-61.13,-0.12,-1934.05,-19.34
520,Exit short,2026-03-16 10:00,Short Exit,5018.786,6.16,30715.74968,-199.97,-0.65,22.47,0.07,-199.97,-0.65,-2134.02,-21.34
520,Entry short,2026-03-16 09:15,Short,4986.323,6.16,30715.74968,-199.97,-0.65,22.47,0.07,-199.97,-0.65,-2134.02,-21.34
521,Exit long,2026-03-16 14:15,Long Exit,5028.787,31.46,158005.7107,199.93,0.13,199.93,0.13,0,0.00,-1934.09,-19.34
521,Entry long,2026-03-16 14:10,Long,5022.432,31.46,158005.7107,199.93,0.13,199.93,0.13,0,0.00,-1934.09,-19.34
522,Exit short,2026-03-16 16:35,Short Exit,4986.368,23.17,115734.1037,199.96,0.17,199.96,0.17,-11.86,-0.01,-1734.13,-17.34
522,Entry short,2026-03-16 16:30,Short,4994.998,23.17,115734.1037,199.96,0.17,199.96,0.17,-11.86,-0.01,-1734.13,-17.34
523,Exit short,2026-03-16 17:00,Short Exit,4983.928,33.02,164769.2387,199.94,0.12,199.94,0.12,0,0.00,-1534.2,-15.34
523,Entry short,2026-03-16 17:00,Short,4989.983,33.02,164769.2387,199.94,0.12,199.94,0.12,0,0.00,-1534.2,-15.34
524,Exit short,2026-03-16 17:30,Short Exit,4991.631,25.16,125389.4643,-199.97,-0.16,93.8,0.07,-199.97,-0.16,-1734.17,-17.34
524,Entry short,2026-03-16 17:05,Short,4983.683,25.16,125389.4643,-199.97,-0.16,93.8,0.07,-199.97,-0.16,-1734.17,-17.34
525,Exit short,2026-03-16 18:45,Short Exit,4987.776,29.82,148535.4478,-200.03,-0.13,18.73,0.01,-200.03,-0.13,-1934.2,-19.34
525,Entry short,2026-03-16 18:40,Short,4981.068,29.82,148535.4478,-200.03,-0.13,18.73,0.01,-200.03,-0.13,-1934.2,-19.34
526,Exit long,2026-03-16 20:20,Long Exit,5014.807,25.45,127426.9284,199.91,0.16,199.91,0.16,0,0.00,-1734.29,-17.34
526,Entry long,2026-03-16 20:15,Long,5006.952,25.45,127426.9284,199.91,0.16,199.91,0.16,0,0.00,-1734.29,-17.34
527,Exit long,2026-03-16 20:50,Long Exit,5013.699,17.79,89393.62923,-199.92,-0.22,11.53,0.01,-199.92,-0.22,-1934.21,-19.34
527,Entry long,2026-03-16 20:30,Long,5024.937,17.79,89393.62923,-199.92,-0.22,11.53,0.01,-199.92,-0.22,-1934.21,-19.34
528,Exit long,2026-03-16 21:15,Long Exit,5026.307,37.55,188537.8741,199.95,0.11,199.95,0.11,0,0.00,-1734.26,-17.34
528,Entry long,2026-03-16 21:10,Long,5020.982,37.55,188537.8741,199.95,0.11,199.95,0.11,0,0.00,-1734.26,-17.34
529,Exit short,2026-03-17 02:05,Short Exit,4996.636,25.58,127613.9644,-199.98,-0.16,122.86,0.10,-199.98,-0.16,-1934.25,-19.34
529,Entry short,2026-03-17 01:35,Short,4988.818,25.58,127613.9644,-199.98,-0.16,122.86,0.10,-199.98,-0.16,-1934.25,-19.34
530,Exit long,2026-03-17 04:30,Long Exit,5011.264,21.06,105737.2477,-200.03,-0.19,22.6,0.02,-200.03,-0.19,-2134.27,-21.34
530,Entry long,2026-03-17 04:10,Long,5020.762,21.06,105737.2477,-200.03,-0.19,22.6,0.02,-200.03,-0.19,-2134.27,-21.34
531,Exit long,2026-03-17 06:05,Long Exit,5011.395,4878.04,24445790.14,-4.88,0.00,0,0.00,-4.88,0.00,-2139.15,-21.39
531,Entry long,2026-03-17 06:05,Long,5011.396,4878.04,24445790.14,-4.88,0.00,0,0.00,-4.88,0.00,-2139.15,-21.39
532,Exit long,2026-03-17 08:00,Long Exit,5010.499,51.26,257038.2465,-200.07,-0.08,61.92,0.02,-200.07,-0.08,-2339.22,-23.39
532,Entry long,2026-03-17 07:55,Long,5014.402,51.26,257038.2465,-200.07,-0.08,61.92,0.02,-200.07,-0.08,-2339.22,-23.39
533,Exit long,2026-03-17 09:50,Long Exit,5026.152,42.9,215422.0068,199.91,0.09,199.91,0.09,0,0.00,-2139.3,-21.39
533,Entry long,2026-03-17 09:50,Long,5021.492,42.9,215422.0068,199.91,0.09,199.91,0.09,0,0.00,-2139.3,-21.39
534,Exit long,2026-03-17 10:20,Long Exit,5020.479,32.14,161558.2023,-200.01,-0.12,105.35,0.07,-200.01,-0.12,-2339.31,-23.39
534,Entry long,2026-03-17 09:55,Long,5026.702,32.14,161558.2023,-200.01,-0.12,105.35,0.07,-200.01,-0.12,-2339.31,-23.39
535,Exit long,2026-03-17 11:25,Long Exit,5032.132,42.09,211602.5084,199.93,0.09,199.93,0.09,0,0.00,-2139.38,-21.39
